maintenance_event_id,equipment_id,timestamp,maintenance_type,downtime_hours,restoration
ME_0E60312C6BF6,EQUIP_53ABC033B9B5,2023-07-31 14:00:00,preventive,0.76,0.963
ME_9633D649DDDF,EQUIP_53ABC033B9B5,2023-09-14 10:00:00,corrective,2.33,0.866
ME_19E43F10BA46,EQUIP_53ABC033B9B5,2023-10-03 12:00:00,preventive,1.27,0.97
ME_9B5931BD4C65,EQUIP_53ABC033B9B5,2023-11-26 10:00:00,preventive,0.99,0.97
ME_E8F36E1867CE,EQUIP_5488E3B3B441,2023-01-29 16:00:00,corrective,4.37,0.683
ME_1AD5D08C7005,EQUIP_5488E3B3B441,2023-02-05 18:00:00,preventive,0.53,0.992
ME_3EE87F0824E3,EQUIP_5488E3B3B441,2023-05-10 16:00:00,preventive,0.6,0.92
ME_E81080C35029,EQUIP_5488E3B3B441,2023-06-20 06:00:00,corrective,4.0,0.842
ME_799AF06BBCCE,EQUIP_5488E3B3B441,2023-08-06 09:00:00,preventive,1.81,0.946
ME_17A4FF9AF45F,EQUIP_5488E3B3B441,2023-11-27 17:00:00,preventive,0.79,0.979
ME_738876DF2EB7,EQUIP_553383412D31,2023-03-19 10:00:00,preventive,1.87,0.95
ME_66F4F58C1FA9,EQUIP_553383412D31,2023-09-22 14:00:00,preventive,0.84,0.928
ME_0F41E9480AF5,EQUIP_553383412D31,2023-11-20 11:00:00,corrective,2.11,0.643
ME_A7BA63E6BC77,EQUIP_56484E38C2D7,2023-04-22 13:00:00,preventive,0.82,0.977
ME_DFBCACFF891B,EQUIP_56484E38C2D7,2023-06-24 12:00:00,corrective,6.78,0.73
ME_2BF62A9F0C84,EQUIP_56484E38C2D7,2023-10-03 12:00:00,preventive,0.74,0.925
ME_95015F0F4B27,EQUIP_56484E38C2D7,2023-12-04 03:00:00,corrective,5.35,0.857
ME_F363E81A235C,EQUIP_566D0C3C0AAC,2023-01-28 08:00:00,emergency,6.74,0.508
ME_2BA747894EAE,EQUIP_566D0C3C0AAC,2023-03-07 05:00:00,corrective,13.36,0.829
ME_868BBFCC85DB,EQUIP_566D0C3C0AAC,2023-03-07 16:00:00,preventive,0.63,0.951
ME_9F7F2C043D09,EQUIP_566D0C3C0AAC,2023-05-09 10:00:00,corrective,6.61,0.889
ME_2146FBAC3CE3,EQUIP_566D0C3C0AAC,2023-07-01 16:00:00,preventive,1.11,0.974
ME_CF5C706D8B5B,EQUIP_566D0C3C0AAC,2023-10-24 08:00:00,preventive,1.58,0.951
ME_07ACD7D5A476,EQUIP_566D0C3C0AAC,2023-11-01 08:00:00,corrective,7.99,0.823
ME_01BBCB737917,EQUIP_566D0C3C0AAC,2023-12-01 07:00:00,corrective,6.53,0.86
ME_515F4349709F,EQUIP_56FF915ABAC5,2023-02-06 08:00:00,preventive,1.05,0.921
ME_A125529B5FDB,EQUIP_56FF915ABAC5,2023-04-29 11:00:00,preventive,1.32,0.951
ME_EB8C0031FB70,EQUIP_56FF915ABAC5,2023-07-10 09:00:00,preventive,0.88,0.978
ME_4F91171CFB27,EQUIP_56FF915ABAC5,2023-09-08 18:00:00,preventive,2.21,0.859
ME_581B512AD152,EQUIP_56FF915ABAC5,2023-11-14 16:00:00,preventive,1.08,0.952
ME_9888422D9380,EQUIP_56FF915ABAC5,2023-11-18 09:00:00,emergency,10.14,0.544
ME_D10310D9BDED,EQUIP_57FAB4D02D29,2023-02-27 13:00:00,preventive,1.0,0.971
ME_D68C6DE2A893,EQUIP_57FAB4D02D29,2023-07-10 08:00:00,preventive,1.2,0.878
ME_F564CB0CBDEC,EQUIP_57FAB4D02D29,2023-10-18 08:00:00,preventive,0.6,0.918
ME_903622DE97D6,EQUIP_584E2E42CE54,2023-01-16 00:00:00,emergency,6.39,0.615
ME_8852ED5F0AF1,EQUIP_584E2E42CE54,2023-01-18 09:00:00,preventive,1.51,0.937
ME_CFBD314076F8,EQUIP_584E2E42CE54,2023-03-05 09:00:00,preventive,1.12,0.977
ME_DA69BCED82BB,EQUIP_584E2E42CE54,2023-04-23 12:00:00,preventive,1.4,0.906
ME_D429C084C582,EQUIP_584E2E42CE54,2023-06-09 14:00:00,preventive,0.83,0.877
ME_800EFFCACC3A,EQUIP_584E2E42CE54,2023-06-25 10:00:00,emergency,3.01,0.601
ME_B6814C2A6CB5,EQUIP_584E2E42CE54,2023-07-21 10:00:00,preventive,1.19,0.974
ME_E3CC61410C6C,EQUIP_584E2E42CE54,2023-09-06 17:00:00,preventive,0.77,0.954
ME_1E3D33407C71,EQUIP_584E2E42CE54,2023-10-26 12:00:00,preventive,0.67,0.963
ME_8AD57DDD5F3A,EQUIP_584E2E42CE54,2023-12-09 07:00:00,preventive,0.69,0.954
ME_C52865C04F85,EQUIP_584E2E42CE54,2023-12-11 03:00:00,emergency,4.92,0.579
ME_42BF46E525A3,EQUIP_5997071CD816,2023-03-24 18:00:00,preventive,0.94,0.912
ME_798983C24EE5,EQUIP_5997071CD816,2023-04-16 23:00:00,corrective,5.02,0.91
ME_507D779FB4EF,EQUIP_5997071CD816,2023-10-22 08:00:00,preventive,0.75,0.923
ME_C4E30F86BAC0,EQUIP_5997071CD816,2023-12-05 02:00:00,corrective,4.83,0.853
ME_8531963CEDE1,EQUIP_59D02F88C97D,2023-04-08 17:00:00,preventive,1.5,0.974
ME_4DC1E032A227,EQUIP_59D02F88C97D,2023-10-18 08:00:00,preventive,0.66,0.967
ME_C39512927988,EQUIP_59D8E5588222,2023-01-24 17:00:00,preventive,0.69,0.958
ME_5D0FF673D23D,EQUIP_59D8E5588222,2023-02-05 20:00:00,corrective,3.55,0.816
ME_A9D977400B72,EQUIP_59D8E5588222,2023-04-06 16:00:00,preventive,1.06,0.942
ME_3D66E263ADF1,EQUIP_59D8E5588222,2023-06-06 18:00:00,preventive,0.81,0.973
ME_530A00AEB555,EQUIP_59D8E5588222,2023-07-25 07:00:00,preventive,0.55,0.953
ME_F6C35FFF4709,EQUIP_59D8E5588222,2023-10-08 12:00:00,preventive,1.02,0.928
ME_F6EC700DAA5C,EQUIP_59D8E5588222,2023-10-14 02:00:00,corrective,9.01,0.839
ME_E8B30F156F8C,EQUIP_59D8E5588222,2023-12-04 07:00:00,preventive,1.25,0.997
ME_1957CED2B4ED,EQUIP_5A89EDF746A1,2023-02-16 16:00:00,preventive,1.21,0.952
ME_13EEF85CD16F,EQUIP_5A89EDF746A1,2023-06-22 09:00:00,preventive,1.6,0.96
ME_DADABA9D3470,EQUIP_5A89EDF746A1,2023-10-06 07:00:00,corrective,5.89,0.75
ME_AD69FCE100D6,EQUIP_5A89EDF746A1,2023-10-28 00:00:00,corrective,2.89,0.608
ME_2F83D652F510,EQUIP_5A89EDF746A1,2023-10-28 14:00:00,preventive,0.38,0.965
ME_F875E33EB94D,EQUIP_5C9C7FD0D4BF,2023-02-13 11:00:00,emergency,17.95,0.704
ME_0CD5CA780676,EQUIP_5C9C7FD0D4BF,2023-02-27 06:00:00,emergency,22.5,0.584
ME_133B47B11936,EQUIP_5C9C7FD0D4BF,2023-07-29 16:00:00,preventive,2.06,0.93
ME_672612ECA75F,EQUIP_5C9C7FD0D4BF,2023-11-07 01:00:00,emergency,6.23,0.678
ME_9CE12350B6F1,EQUIP_5E272F0EEFD1,2023-02-02 14:00:00,preventive,1.67,0.92
ME_B1DFB2606C8B,EQUIP_5E272F0EEFD1,2023-04-04 16:00:00,preventive,1.16,0.924
ME_6A3FC9BF7865,EQUIP_5E272F0EEFD1,2023-06-01 07:00:00,preventive,1.23,0.924
ME_8552F44F437E,EQUIP_5E272F0EEFD1,2023-08-05 16:00:00,preventive,1.3,0.942
ME_234376E3754C,EQUIP_5E272F0EEFD1,2023-10-04 10:00:00,preventive,0.86,0.981
ME_A8CA797917FC,EQUIP_5E272F0EEFD1,2023-12-04 18:00:00,preventive,0.36,0.97
ME_CD2B401273FB,EQUIP_5E998A14A6D6,2023-01-20 10:00:00,preventive,0.79,0.981
ME_876896EFF1A5,EQUIP_5E998A14A6D6,2023-03-13 07:00:00,preventive,1.0,0.987
ME_0F55578A595A,EQUIP_5E998A14A6D6,2023-04-29 10:00:00,preventive,1.13,0.887
ME_AA877A9BF13A,EQUIP_5E998A14A6D6,2023-06-16 17:00:00,preventive,1.19,0.976
ME_52F25B413703,EQUIP_5E998A14A6D6,2023-07-31 09:00:00,preventive,1.05,0.926
ME_8F9F5E7DB997,EQUIP_5E998A14A6D6,2023-09-11 13:00:00,preventive,0.87,0.975
ME_AAB46CB3EBD1,EQUIP_5E998A14A6D6,2023-10-19 18:00:00,preventive,1.06,0.936
ME_640479AF2048,EQUIP_5E998A14A6D6,2023-11-27 12:00:00,emergency,9.68,0.521
ME_C78F89234861,EQUIP_5E998A14A6D6,2023-12-16 13:00:00,preventive,1.94,0.954
ME_B28BE8E053BD,EQUIP_5F08B13AF5A8,2023-03-04 09:00:00,emergency,19.44,0.576
ME_7E9174324A43,EQUIP_5F08B13AF5A8,2023-03-14 12:00:00,preventive,0.92,0.942
ME_462177A173C1,EQUIP_5F08B13AF5A8,2023-10-02 08:00:00,preventive,0.67,0.93
ME_4FB579EDE76B,EQUIP_5F08B13AF5A8,2023-10-15 06:00:00,emergency,10.72,0.564
ME_DCBC3C8A5052,EQUIP_5F08B13AF5A8,2023-12-07 15:00:00,emergency,2.85,0.426
ME_E0EB20D05EF4,EQUIP_5F743E1393A0,2023-01-07 22:00:00,emergency,7.74,0.594
ME_422690870CD1,EQUIP_5F743E1393A0,2023-02-09 10:00:00,preventive,1.02,0.975
ME_40FD0844D576,EQUIP_5F743E1393A0,2023-05-22 14:00:00,preventive,1.24,0.986
ME_53B90BABD8A8,EQUIP_5F743E1393A0,2023-08-13 14:00:00,preventive,1.32,0.961
ME_98E50EBD0BE6,EQUIP_5F743E1393A0,2023-08-25 17:00:00,corrective,3.22,0.842
ME_230D57471E38,EQUIP_5F743E1393A0,2023-09-28 04:00:00,corrective,2.1,0.816
ME_2ED2107DE9EB,EQUIP_5F743E1393A0,2023-10-02 03:00:00,emergency,3.53,0.582
ME_785DA7D4DA5F,EQUIP_5F743E1393A0,2023-11-28 11:00:00,preventive,1.14,0.962
ME_1D6EEEDD3B78,EQUIP_6102209AFBB3,2023-02-22 09:00:00,preventive,1.28,0.985
ME_736FB302D751,EQUIP_6102209AFBB3,2023-05-07 14:00:00,preventive,1.95,0.942
ME_2763F0789CE0,EQUIP_6102209AFBB3,2023-06-09 06:00:00,corrective,7.2,0.762
ME_871C5E9FF6FD,EQUIP_6102209AFBB3,2023-08-15 14:00:00,preventive,1.51,0.981
ME_D68AF63DA05C,EQUIP_6102209AFBB3,2023-11-07 02:00:00,corrective,3.38,0.851
ME_F1DFC6871E0B,EQUIP_6102209AFBB3,2023-11-27 17:00:00,preventive,0.86,0.898
ME_E3931F53788B,EQUIP_6115D3EF3544,2023-01-18 10:00:00,preventive,0.43,0.965
ME_6B5947D8D3E7,EQUIP_6115D3EF3544,2023-03-06 12:00:00,preventive,1.27,0.971
ME_272CEF924C3B,EQUIP_6115D3EF3544,2023-04-28 10:00:00,corrective,3.05,0.77
ME_2043CF5C496C,EQUIP_6115D3EF3544,2023-04-29 12:00:00,preventive,0.44,0.949
ME_733AB65CF0A6,EQUIP_6115D3EF3544,2023-06-08 15:00:00,preventive,1.65,0.969
ME_3C2D6F906A86,EQUIP_6115D3EF3544,2023-07-08 20:00:00,emergency,11.59,0.583
ME_081BD7ADD04B,EQUIP_6115D3EF3544,2023-07-25 15:00:00,emergency,24.0,0.501
ME_980F6C0314D0,EQUIP_6115D3EF3544,2023-08-01 07:00:00,preventive,1.54,0.984
ME_E2C93C876931,EQUIP_6115D3EF3544,2023-08-23 03:00:00,emergency,3.19,0.586
ME_6A05895378B4,EQUIP_6115D3EF3544,2023-09-03 13:00:00,preventive,1.05,0.887
ME_32A12B52D8A2,EQUIP_6115D3EF3544,2023-10-24 17:00:00,preventive,0.6,0.969
ME_6810F8AFCE6E,EQUIP_6115D3EF3544,2023-12-05 10:00:00,preventive,1.24,0.96
ME_39ABE7FA6532,EQUIP_61F9CF3835E4,2023-02-25 16:00:00,preventive,0.66,0.976
ME_4649FC363D94,EQUIP_61F9CF3835E4,2023-05-28 13:00:00,preventive,0.71,0.95
ME_410F03C36C78,EQUIP_61F9CF3835E4,2023-08-12 13:00:00,preventive,1.18,0.957
ME_346F49362FBD,EQUIP_61F9CF3835E4,2023-11-23 15:00:00,preventive,1.23,0.93
ME_5B326079A352,EQUIP_6262DA5F1E5A,2023-02-07 03:00:00,emergency,20.16,0.495
ME_E7D4BBC34101,EQUIP_6262DA5F1E5A,2023-03-18 09:00:00,preventive,0.68,0.968
ME_303B8F2A747C,EQUIP_6262DA5F1E5A,2023-04-26 04:00:00,corrective,18.14,0.886
ME_5E96D3CCA4F1,EQUIP_6262DA5F1E5A,2023-07-29 15:00:00,corrective,6.62,0.808
ME_102C4B1BA747,EQUIP_6262DA5F1E5A,2023-10-15 09:00:00,preventive,1.3,0.901
ME_6217B786DFED,EQUIP_6262DA5F1E5A,2023-11-07 18:00:00,corrective,2.99,0.829
ME_1503A4C8F53F,EQUIP_6262DA5F1E5A,2023-12-15 15:00:00,corrective,6.94,0.765
ME_DC15B451104B,EQUIP_653C2F739CB9,2023-01-13 03:00:00,corrective,3.48,0.893
ME_98EEE0D063B8,EQUIP_653C2F739CB9,2023-01-26 12:00:00,preventive,0.47,0.915
ME_83A4EA59F7A9,EQUIP_653C2F739CB9,2023-03-06 22:00:00,corrective,0.98,0.828
ME_F50B78039AE3,EQUIP_653C2F739CB9,2023-03-30 15:00:00,preventive,0.87,0.95
ME_E10C79E23DC6,EQUIP_653C2F739CB9,2023-04-11 18:00:00,corrective,5.72,0.776
ME_42EF92E75E8A,EQUIP_653C2F739CB9,2023-06-05 08:00:00,preventive,0.6,0.911
ME_36F67274899B,EQUIP_653C2F739CB9,2023-08-04 10:00:00,preventive,0.89,0.934
ME_087FADD1EF54,EQUIP_653C2F739CB9,2023-09-25 13:00:00,preventive,1.13,0.978
ME_EE5E202BA077,EQUIP_653C2F739CB9,2023-12-08 15:00:00,preventive,0.73,0.901
ME_F789D339FCFB,EQUIP_65B982A00EA9,2023-02-13 18:00:00,preventive,1.21,0.937
ME_EAE1F0A6300C,EQUIP_65B982A00EA9,2023-02-16 07:00:00,corrective,5.15,0.898
ME_61B09900D305,EQUIP_65B982A00EA9,2023-04-17 21:00:00,corrective,2.81,0.86
ME_0045AF870B42,EQUIP_65B982A00EA9,2023-05-06 14:00:00,preventive,1.29,0.991
ME_54DF5530291F,EQUIP_65B982A00EA9,2023-08-08 12:00:00,preventive,1.28,0.971
ME_C22B637AD6D2,EQUIP_65B982A00EA9,2023-11-06 08:00:00,preventive,1.24,0.961
ME_9DF02731E2DB,EQUIP_66ACD6963DF7,2023-02-27 09:00:00,preventive,1.25,0.96
ME_EB885C946276,EQUIP_66ACD6963DF7,2023-04-04 06:00:00,corrective,2.22,0.814
ME_FCB9B2EBAFAA,EQUIP_66ACD6963DF7,2023-07-03 15:00:00,preventive,1.03,0.932
ME_3509FDED1486,EQUIP_66ACD6963DF7,2023-07-15 00:00:00,corrective,2.01,0.788
ME_E10CFE089A8C,EQUIP_66ACD6963DF7,2023-08-08 17:00:00,corrective,4.24,0.8
ME_2F4DF41CA77A,EQUIP_66ACD6963DF7,2023-11-04 17:00:00,preventive,0.87,0.939
ME_8A4898996B60,EQUIP_68395FB573A4,2023-02-06 12:00:00,preventive,0.65,0.968
ME_1D0AFF990760,EQUIP_68395FB573A4,2023-03-02 19:00:00,emergency,7.65,0.525
ME_DCD1A6C650BD,EQUIP_68395FB573A4,2023-03-31 16:00:00,preventive,1.32,0.938
ME_AA9FBA35F763,EQUIP_68395FB573A4,2023-06-03 12:00:00,preventive,1.1,0.914
ME_379283CA94C2,EQUIP_68395FB573A4,2023-07-04 18:00:00,corrective,11.58,0.885
ME_941D70044616,EQUIP_68395FB573A4,2023-07-27 18:00:00,preventive,1.37,0.957
ME_0B596ADD3317,EQUIP_68395FB573A4,2023-10-06 17:00:00,preventive,0.74,0.939
ME_90DE3AEF09E1,EQUIP_68395FB573A4,2023-12-01 18:00:00,preventive,0.91,0.839
ME_28849E6AB181,EQUIP_68395FB573A4,2023-12-14 17:00:00,corrective,4.18,0.715
ME_265070697D29,EQUIP_68AD277A7C59,2023-03-10 10:00:00,preventive,0.56,0.969
ME_A68D2EFA07E5,EQUIP_68AD277A7C59,2023-06-20 15:00:00,preventive,0.96,0.943
ME_29B8A778D8EC,EQUIP_68AD277A7C59,2023-10-30 10:00:00,preventive,0.59,0.943
ME_16B9D825C071,EQUIP_68CDDDE04679,2023-04-23 13:00:00,preventive,1.29,0.949
ME_31517ECAADE3,EQUIP_68CDDDE04679,2023-10-14 13:00:00,preventive,0.71,0.962
ME_88AEB89FB53C,EQUIP_69DADF072276,2023-03-14 17:00:00,preventive,1.04,0.964
ME_D96CD198080C,EQUIP_69DADF072276,2023-05-16 08:00:00,emergency,14.18,0.577
ME_D0F36E2680C5,EQUIP_69DADF072276,2023-09-29 07:00:00,preventive,0.85,0.947
ME_8D76AA057781,EQUIP_6CF4CB22A7E7,2023-03-12 17:00:00,preventive,0.63,0.953
ME_CA0A4AFAEDFF,EQUIP_6CF4CB22A7E7,2023-10-07 15:00:00,preventive,0.58,0.939
ME_0A1A5C104582,EQUIP_6DF80F04CDE8,2023-01-16 14:00:00,emergency,4.91,0.688
ME_1C3A99319A33,EQUIP_6DF80F04CDE8,2023-04-17 11:00:00,preventive,1.47,0.983
ME_E19BF2DDC71C,EQUIP_6DF80F04CDE8,2023-09-09 14:00:00,preventive,0.66,0.909
ME_D52243BE2C2F,EQUIP_6DF80F04CDE8,2023-10-31 12:00:00,corrective,3.38,0.739
ME_3F599A59D857,EQUIP_7005FBC69634,2023-02-03 11:00:00,preventive,0.87,0.952
ME_53DFFC161D36,EQUIP_7005FBC69634,2023-03-27 09:00:00,preventive,1.65,0.955
ME_F0AF3D4BB3FC,EQUIP_7005FBC69634,2023-06-02 12:00:00,preventive,0.8,0.918
ME_EE3A47F62301,EQUIP_7005FBC69634,2023-08-04 12:00:00,preventive,0.74,0.981
ME_A73081F9C063,EQUIP_7005FBC69634,2023-09-24 07:00:00,preventive,1.49,0.966
ME_68DE0059A5AE,EQUIP_7005FBC69634,2023-11-26 16:00:00,preventive,1.96,0.935
ME_3E0EBEFC453E,EQUIP_702C72B9685A,2023-02-08 22:00:00,emergency,9.74,0.444
ME_8FF0AB430F13,EQUIP_702C72B9685A,2023-02-09 18:00:00,preventive,1.08,0.954
ME_206F3016E491,EQUIP_702C72B9685A,2023-04-14 17:00:00,preventive,0.99,0.923
ME_CF9D5B64E03A,EQUIP_702C72B9685A,2023-04-21 11:00:00,emergency,12.7,0.517
ME_809F9B3C76B8,EQUIP_702C72B9685A,2023-07-07 09:00:00,preventive,1.19,0.915
ME_AE9E6C0DC937,EQUIP_702C72B9685A,2023-09-15 07:00:00,preventive,1.02,0.904
ME_F5936E5E141E,EQUIP_702C72B9685A,2023-10-06 18:00:00,emergency,4.13,0.472
ME_9EB80F482AF0,EQUIP_702C72B9685A,2023-11-22 15:00:00,emergency,4.63,0.577
ME_EFFF0F3EDA69,EQUIP_702C72B9685A,2023-12-05 16:00:00,preventive,0.65,0.977
ME_11ACCDE31C8D,EQUIP_707731BFAA9D,2023-02-26 14:00:00,preventive,0.98,0.975
ME_4FFBF76E2E07,EQUIP_707731BFAA9D,2023-05-03 17:00:00,preventive,0.91,0.99
ME_179B7644A4DB,EQUIP_707731BFAA9D,2023-06-09 08:00:00,emergency,6.56,0.563
ME_6850F38CAAB9,EQUIP_707731BFAA9D,2023-06-16 14:00:00,emergency,17.75,0.589
ME_8B3D5A9EB337,EQUIP_707731BFAA9D,2023-07-30 07:00:00,emergency,5.95,0.653
ME_07D8CB71E171,EQUIP_707731BFAA9D,2023-08-29 08:00:00,preventive,1.02,0.965
ME_BEAD2B866939,EQUIP_707731BFAA9D,2023-11-08 03:00:00,emergency,3.99,0.521
ME_FCF7BBBA47B0,EQUIP_707731BFAA9D,2023-11-10 14:00:00,preventive,1.76,0.966
ME_18020B495CD6,EQUIP_707731BFAA9D,2023-12-30 08:00:00,emergency,12.47,0.532
ME_E3FE198273EF,EQUIP_757BB88EED0D,2023-01-05 06:00:00,emergency,42.67,0.538
ME_515B42142B0C,EQUIP_757BB88EED0D,2023-04-10 14:00:00,preventive,1.5,0.977
ME_7D219A0FBD8A,EQUIP_757BB88EED0D,2023-09-20 23:00:00,emergency,27.78,0.783
ME_8216FE96925A,EQUIP_757BB88EED0D,2023-10-05 12:00:00,preventive,1.08,0.888
ME_D1487ABC8F0B,EQUIP_757BB88EED0D,2023-12-04 14:00:00,corrective,5.66,0.903
ME_3C2E4B14249E,EQUIP_764D018A645F,2023-01-30 09:00:00,emergency,14.57,0.583
ME_C6134DA5954C,EQUIP_764D018A645F,2023-03-11 06:00:00,emergency,7.91,0.42
ME_B89072B8E5D7,EQUIP_764D018A645F,2023-03-11 08:00:00,emergency,2.82,0.728
ME_8D7D76BC2C4F,EQUIP_764D018A645F,2023-04-04 12:00:00,preventive,0.8,0.926
ME_B4D119DA3385,EQUIP_764D018A645F,2023-07-18 14:00:00,emergency,4.13,0.733
ME_5873F6783F4F,EQUIP_764D018A645F,2023-08-14 05:00:00,emergency,18.79,0.638
ME_019362B84AE5,EQUIP_764D018A645F,2023-10-08 16:00:00,preventive,1.0,0.982
ME_7C81343799A4,EQUIP_770D29BC24ED,2023-01-22 23:00:00,emergency,2.68,0.5
ME_33752C7DE2DD,EQUIP_770D29BC24ED,2023-01-29 08:00:00,corrective,2.23,0.774
ME_14289F7FC736,EQUIP_770D29BC24ED,2023-02-20 10:00:00,preventive,0.5,0.92
ME_B0205C20977E,EQUIP_770D29BC24ED,2023-03-09 10:00:00,emergency,10.33,0.439
ME_2D193BBE3741,EQUIP_770D29BC24ED,2023-04-24 08:00:00,emergency,1.01,0.492
ME_47D3A00974E6,EQUIP_770D29BC24ED,2023-05-09 13:00:00,preventive,1.24,0.945
ME_4EEE801F3259,EQUIP_770D29BC24ED,2023-06-11 07:00:00,corrective,2.48,0.844
ME_E7F3D5CF1718,EQUIP_770D29BC24ED,2023-08-07 08:00:00,preventive,1.86,0.978
ME_9FF31659A7F9,EQUIP_770D29BC24ED,2023-08-17 16:00:00,emergency,3.1,0.493
ME_B0AD0A614B15,EQUIP_770D29BC24ED,2023-10-09 23:00:00,emergency,8.66,0.464
ME_3E6F81C686D8,EQUIP_770D29BC24ED,2023-11-07 11:00:00,preventive,0.76,0.969
ME_7651833FBA8D,EQUIP_78DEBF1F64EA,2023-02-10 08:00:00,emergency,13.1,0.618
ME_A9B6DBE25440,EQUIP_78DEBF1F64EA,2023-02-26 18:00:00,preventive,1.02,0.979
ME_A6EDB425D538,EQUIP_78DEBF1F64EA,2023-05-18 16:00:00,preventive,1.44,0.986
ME_C1D2D244D435,EQUIP_78DEBF1F64EA,2023-06-04 13:00:00,emergency,0.64,0.685
ME_E624902A7BC3,EQUIP_78DEBF1F64EA,2023-08-30 14:00:00,preventive,0.76,0.949
ME_77852BFEB586,EQUIP_78DEBF1F64EA,2023-10-06 23:00:00,corrective,4.04,0.729
ME_8D425D4675F4,EQUIP_78DEBF1F64EA,2023-11-09 16:00:00,preventive,0.52,0.958
ME_20C994E0F858,EQUIP_78DEBF1F64EA,2023-11-20 10:00:00,emergency,1.09,0.563
ME_A9C1D2416AD4,EQUIP_78F2CAABABFE,2023-02-04 22:00:00,corrective,3.46,0.784
ME_F51B8B9D310B,EQUIP_78F2CAABABFE,2023-02-15 07:00:00,preventive,0.97,0.974
ME_EB94CDFAA38D,EQUIP_78F2CAABABFE,2023-06-11 23:00:00,corrective,2.12,0.811
ME_E1AEE0C43792,EQUIP_78F2CAABABFE,2023-07-15 11:00:00,preventive,1.45,0.925
ME_6CD25E7A18D7,EQUIP_78F2CAABABFE,2023-07-31 02:00:00,corrective,1.85,0.841
ME_D34F7372411B,EQUIP_78F2CAABABFE,2023-10-22 16:00:00,preventive,1.01,0.954
ME_6D63125EBBEF,EQUIP_791337065FA0,2023-04-03 14:00:00,preventive,1.11,0.962
ME_D86CA39CC7D3,EQUIP_791337065FA0,2023-04-22 23:00:00,emergency,13.8,0.461
ME_31C896556729,EQUIP_791337065FA0,2023-09-20 10:00:00,preventive,0.68,0.983
ME_5B8AB998288F,EQUIP_791337065FA0,2023-11-10 11:00:00,emergency,7.11,0.411
ME_8B2436E539B4,EQUIP_7927FC305BC5,2023-02-03 15:00:00,preventive,0.91,0.96
ME_6151ACFFABBF,EQUIP_7927FC305BC5,2023-03-19 20:00:00,emergency,21.42,0.505
ME_C4C0B7F97370,EQUIP_7927FC305BC5,2023-05-31 10:00:00,preventive,0.72,0.95
ME_00B21D6889D2,EQUIP_7927FC305BC5,2023-07-16 19:00:00,emergency,9.37,0.597
ME_61AFCE5F0937,EQUIP_7927FC305BC5,2023-08-12 13:00:00,preventive,1.33,0.914
ME_C1FD4809262B,EQUIP_7927FC305BC5,2023-10-14 07:00:00,emergency,3.97,0.531
ME_F8EF4326EDF5,EQUIP_7927FC305BC5,2023-11-02 15:00:00,preventive,0.68,0.891
ME_10D03EF9E7F9,EQUIP_79721FE636D4,2023-01-14 05:00:00,emergency,26.94,0.659
ME_B7D96012E5D6,EQUIP_79721FE636D4,2023-03-09 09:00:00,emergency,9.62,0.656
ME_94F39668A178,EQUIP_79721FE636D4,2023-06-09 15:00:00,preventive,1.14,0.956
ME_6A9EF2EE552F,EQUIP_79721FE636D4,2023-07-17 13:00:00,emergency,5.61,0.664
ME_80BEF6F3E350,EQUIP_79721FE636D4,2023-07-26 16:00:00,emergency,17.5,0.568
ME_9E5C3D2D2D9D,EQUIP_79721FE636D4,2023-09-27 03:00:00,emergency,4.72,0.673
ME_3D0ED225F141,EQUIP_79721FE636D4,2023-11-28 16:00:00,emergency,2.73,0.403
ME_8D7080F4A590,EQUIP_79B489C516EE,2023-02-04 18:00:00,preventive,0.82,0.968
ME_4F57EBF71527,EQUIP_79B489C516EE,2023-05-15 16:00:00,preventive,1.18,0.963
ME_4CCCB7962F86,EQUIP_79B489C516EE,2023-08-20 10:00:00,preventive,1.61,0.88
ME_1C4C2A0FA52A,EQUIP_79B489C516EE,2023-11-20 15:00:00,preventive,0.92,0.885
ME_1005877C918F,EQUIP_7AB306CEC276,2023-01-25 12:00:00,preventive,0.72,0.923
ME_EEBF9BF12081,EQUIP_7AB306CEC276,2023-04-08 17:00:00,preventive,0.58,0.984
ME_F8EF0E17C62B,EQUIP_7AB306CEC276,2023-06-01 09:00:00,preventive,1.48,0.973
ME_C16AF57E386E,EQUIP_7AB306CEC276,2023-08-01 16:00:00,preventive,0.79,0.962
ME_76C9A25A8FC4,EQUIP_7AB306CEC276,2023-09-10 05:00:00,emergency,1.52,0.673
ME_EA7FE2CD4B6E,EQUIP_7AB306CEC276,2023-10-05 14:00:00,preventive,0.73,0.985
ME_691E30E99EB9,EQUIP_7AB306CEC276,2023-12-06 11:00:00,preventive,1.92,0.984
ME_8F5FFC4138C2,EQUIP_7B0DEA4568F6,2023-01-24 17:00:00,preventive,1.68,0.934
ME_97DA73F8A40F,EQUIP_7B0DEA4568F6,2023-04-06 12:00:00,preventive,1.18,0.979
ME_13701D07530E,EQUIP_7B0DEA4568F6,2023-05-28 18:00:00,preventive,1.25,0.929
ME_CF626CDEDBB7,EQUIP_7B0DEA4568F6,2023-07-25 14:00:00,preventive,1.44,0.996
ME_0D6753F86EF6,EQUIP_7B0DEA4568F6,2023-10-08 14:00:00,preventive,1.47,0.926
ME_95F1249CE79B,EQUIP_7B0DEA4568F6,2023-10-22 08:00:00,corrective,6.58,0.692
