site_id,timestamp,dry_bulb_temp,relative_humidity,solar_irradiance,rainfall,cloud_cover,wind_speed,cooling_degree,apparent_temp,is_holiday,day_of_week,hour_of_day,month
SITE_0006,2023-05-02 09:00:00,28.4,77.0,240.15,0.0,59.0,3.02,0.9,32.08,0,2,9,5
SITE_0006,2023-05-02 10:00:00,28.68,79.7,380.54,1.19,48.9,2.82,1.18,33.01,0,2,10,5
SITE_0006,2023-05-02 11:00:00,28.17,82.17,370.4,0.0,57.8,2.24,0.67,32.92,0,2,11,5
SITE_0006,2023-05-02 12:00:00,27.93,82.08,486.93,0.3,46.2,2.58,0.43,32.29,0,2,12,5
SITE_0006,2023-05-02 13:00:00,28.04,82.77,453.63,0.71,48.2,2.46,0.54,32.63,0,2,13,5
SITE_0006,2023-05-02 14:00:00,26.94,83.03,229.93,0.0,70.5,0.92,0.0,32.0,0,2,14,5
SITE_0006,2023-05-02 15:00:00,25.58,86.24,224.38,2.81,68.8,1.4,0.0,29.9,0,2,15,5
SITE_0006,2023-05-02 16:00:00,24.98,86.56,204.61,0.0,50.5,2.05,0.0,28.56,0,2,16,5
SITE_0006,2023-05-02 17:00:00,24.3,89.14,100.33,0.0,54.9,2.43,0.0,27.51,0,2,17,5
SITE_0006,2023-05-02 18:00:00,24.16,88.44,13.9,0.0,61.9,4.45,0.0,25.81,0,2,18,5
SITE_0006,2023-05-02 19:00:00,24.57,89.24,36.18,1.87,68.9,1.96,0.0,28.26,0,2,19,5
SITE_0006,2023-05-02 20:00:00,24.96,90.15,28.92,4.27,72.9,1.78,0.0,29.09,0,2,20,5
SITE_0006,2023-05-02 21:00:00,25.0,89.38,12.04,1.13,30.5,1.41,0.0,29.33,0,2,21,5
SITE_0006,2023-05-02 22:00:00,24.5,89.02,5.08,0.0,69.1,4.22,0.0,26.55,0,2,22,5
SITE_0006,2023-05-02 23:00:00,24.33,90.06,0.0,0.0,63.3,3.89,0.0,26.63,0,2,23,5
SITE_0006,2023-05-03 00:00:00,24.39,87.13,6.33,2.41,57.0,2.25,0.0,27.57,0,3,0,5
SITE_0006,2023-05-03 01:00:00,23.32,86.58,0.0,0.0,54.8,2.11,0.0,26.0,0,3,1,5
SITE_0006,2023-05-03 02:00:00,23.62,83.72,16.29,2.14,75.4,1.93,0.0,26.3,0,3,2,5
SITE_0006,2023-05-03 03:00:00,25.07,87.14,32.05,0.0,72.8,1.75,0.0,28.96,0,3,3,5
SITE_0006,2023-05-03 04:00:00,26.36,88.43,15.25,0.89,55.6,1.64,0.0,31.2,0,3,4,5
SITE_0006,2023-05-03 05:00:00,26.45,85.36,0.0,5.21,55.1,1.15,0.0,31.34,0,3,5,5
SITE_0006,2023-05-03 06:00:00,27.77,82.19,4.0,1.15,38.6,2.81,0.27,31.89,0,3,6,5
SITE_0006,2023-05-03 07:00:00,28.49,79.6,103.45,0.8,63.4,1.97,0.99,33.29,0,3,7,5
SITE_0006,2023-05-03 08:00:00,28.29,75.18,252.85,2.17,36.8,3.84,0.79,31.11,0,3,8,5
SITE_0006,2023-05-03 09:00:00,29.6,77.36,220.56,0.0,66.5,1.23,2.1,35.29,0,3,9,5
SITE_0006,2023-05-03 10:00:00,29.29,75.97,467.26,0.0,38.0,4.37,1.79,32.41,0,3,10,5
SITE_0006,2023-05-03 11:00:00,28.44,78.89,369.65,0.0,57.3,4.13,0.94,31.61,0,3,11,5
SITE_0006,2023-05-03 12:00:00,28.67,78.46,249.01,0.0,70.1,0.9,1.17,34.18,0,3,12,5
SITE_0006,2023-05-03 13:00:00,27.97,83.11,405.49,0.0,55.6,1.53,0.47,33.21,0,3,13,5
SITE_0006,2023-05-03 14:00:00,27.31,82.77,325.78,2.55,63.7,3.35,0.0,30.85,0,3,14,5
SITE_0006,2023-05-03 15:00:00,27.34,83.36,370.96,0.0,42.1,3.76,0.0,30.68,0,3,15,5
SITE_0006,2023-05-03 16:00:00,26.82,88.38,328.81,7.33,27.8,3.39,0.0,30.7,0,3,16,5
SITE_0006,2023-05-03 17:00:00,25.58,90.89,24.47,0.0,92.9,1.38,0.0,30.42,0,3,17,5
SITE_0006,2023-05-03 18:00:00,26.74,87.96,2.14,0.0,54.5,4.39,0.0,29.83,0,3,18,5
SITE_0006,2023-05-03 19:00:00,26.82,87.37,0.0,0.0,56.2,2.06,0.0,31.52,0,3,19,5
SITE_0006,2023-05-03 20:00:00,27.83,88.7,15.58,3.13,47.8,4.12,0.33,31.87,0,3,20,5
SITE_0006,2023-05-03 21:00:00,28.45,87.54,36.26,0.0,55.6,9.44,0.95,29.01,0,3,21,5
SITE_0006,2023-05-03 22:00:00,28.59,87.71,14.08,0.0,65.0,1.1,1.09,35.11,0,3,22,5
SITE_0006,2023-05-03 23:00:00,28.36,83.83,2.21,0.0,85.2,8.56,0.86,29.01,0,3,23,5
SITE_0006,2023-05-04 00:00:00,28.58,80.79,0.0,0.0,49.7,4.65,1.08,31.71,0,4,0,5
SITE_0006,2023-05-04 01:00:00,28.82,82.07,10.28,0.0,69.9,6.26,1.32,31.14,0,4,1,5
SITE_0006,2023-05-04 02:00:00,28.83,81.3,21.98,0.37,44.2,4.73,1.33,32.13,0,4,2,5
SITE_0006,2023-05-04 03:00:00,28.89,80.29,17.39,0.4,60.2,2.22,1.39,33.85,0,4,3,5
SITE_0006,2023-05-04 04:00:00,28.45,79.25,0.0,0.0,74.1,1.11,0.95,33.79,0,4,4,5
SITE_0006,2023-05-04 05:00:00,28.25,78.59,0.0,0.0,70.7,3.24,0.75,31.9,0,4,5,5
SITE_0006,2023-05-04 06:00:00,28.31,73.97,0.0,0.0,35.3,1.66,0.81,32.51,0,4,6,5
SITE_0006,2023-05-04 07:00:00,28.85,71.54,55.35,0.0,66.4,2.06,1.35,32.75,0,4,7,5
SITE_0006,2023-05-04 08:00:00,29.7,71.87,150.19,3.38,60.1,2.2,2.2,34.02,0,4,8,5
SITE_0006,2023-05-04 09:00:00,29.15,75.43,157.12,0.0,73.8,2.45,1.65,33.46,0,4,9,5
SITE_0006,2023-05-04 10:00:00,29.09,71.24,244.44,0.0,69.4,2.41,1.59,32.84,0,4,10,5
SITE_0006,2023-05-04 11:00:00,28.29,73.42,165.88,1.64,80.4,1.55,0.79,32.49,0,4,11,5
SITE_0006,2023-05-04 12:00:00,28.57,76.65,220.29,1.18,76.5,2.17,1.07,32.9,0,4,12,5
SITE_0006,2023-05-04 13:00:00,27.76,74.83,148.61,0.0,84.0,1.77,0.26,31.7,0,4,13,5
SITE_0006,2023-05-04 14:00:00,27.89,75.43,162.45,1.19,78.4,1.04,0.39,32.48,0,4,14,5
SITE_0006,2023-05-04 15:00:00,27.94,80.59,280.66,0.17,52.8,0.91,0.44,33.29,0,4,15,5
SITE_0006,2023-05-04 16:00:00,28.62,82.21,246.59,0.0,38.8,4.46,1.12,32.09,0,4,16,5
SITE_0006,2023-05-04 17:00:00,28.36,77.86,130.18,0.0,46.9,3.31,0.86,31.93,0,4,17,5
SITE_0006,2023-05-04 18:00:00,27.67,77.61,21.78,0.0,44.3,1.7,0.17,31.95,0,4,18,5
SITE_0006,2023-05-04 19:00:00,27.92,76.05,0.0,5.8,47.1,1.0,0.42,32.63,0,4,19,5
SITE_0006,2023-05-04 20:00:00,27.85,81.08,0.0,0.0,67.0,1.67,0.35,32.67,0,4,20,5
SITE_0006,2023-05-04 21:00:00,28.08,82.05,4.54,1.53,42.0,2.02,0.58,32.92,0,4,21,5
SITE_0006,2023-05-04 22:00:00,27.75,80.21,1.1,0.0,48.2,1.12,0.25,32.79,0,4,22,5
SITE_0006,2023-05-04 23:00:00,28.01,80.44,0.0,0.0,74.1,1.42,0.51,33.02,0,4,23,5
SITE_0006,2023-05-05 00:00:00,27.91,80.26,23.24,0.0,52.0,1.0,0.41,33.14,0,5,0,5
SITE_0006,2023-05-05 01:00:00,26.58,85.02,0.0,0.0,80.8,3.52,0.0,29.84,0,5,1,5
SITE_0006,2023-05-05 02:00:00,25.95,88.83,4.8,0.08,65.1,2.76,0.0,29.81,0,5,2,5
SITE_0006,2023-05-05 03:00:00,26.0,88.27,0.0,1.22,33.5,1.16,0.0,30.95,0,5,3,5
SITE_0006,2023-05-05 04:00:00,26.42,84.55,0.0,0.0,66.0,5.67,0.0,28.04,0,5,4,5
SITE_0006,2023-05-05 05:00:00,26.53,84.25,0.0,0.0,55.0,2.29,0.0,30.54,0,5,5,5
SITE_0006,2023-05-05 06:00:00,27.56,81.51,10.39,4.86,60.9,1.72,0.06,32.23,0,5,6,5
SITE_0006,2023-05-05 07:00:00,29.2,80.54,141.95,3.9,44.9,3.32,1.7,33.61,0,5,7,5
SITE_0006,2023-05-05 08:00:00,29.98,79.65,256.69,0.0,48.7,1.13,2.48,36.29,0,5,8,5
SITE_0006,2023-05-05 09:00:00,30.19,80.7,324.92,0.0,49.5,2.01,2.69,36.17,0,5,9,5
SITE_0006,2023-05-05 10:00:00,29.93,83.56,335.97,1.47,56.7,2.73,2.43,35.63,0,5,10,5
SITE_0006,2023-05-05 11:00:00,29.78,82.13,568.86,0.0,37.2,1.21,2.28,36.25,0,5,11,5
SITE_0006,2023-05-05 12:00:00,29.33,81.44,225.16,0.86,75.7,4.87,1.83,32.86,0,5,12,5
SITE_0006,2023-05-05 13:00:00,29.16,80.36,199.36,0.0,75.7,3.18,1.66,33.62,0,5,13,5
SITE_0006,2023-05-05 14:00:00,28.27,82.8,456.62,0.0,40.2,3.84,0.77,32.04,0,5,14,5
SITE_0006,2023-05-05 15:00:00,27.25,81.59,134.86,0.0,77.9,3.76,0.0,30.33,0,5,15,5
SITE_0006,2023-05-05 16:00:00,27.23,80.63,187.53,0.0,59.3,4.59,0.0,29.6,0,5,16,5
SITE_0006,2023-05-05 17:00:00,27.66,77.78,18.97,2.4,82.2,3.53,0.16,30.67,0,5,17,5
SITE_0006,2023-05-05 18:00:00,26.5,83.8,0.0,0.36,54.8,2.82,0.0,30.07,0,5,18,5
SITE_0006,2023-05-05 19:00:00,26.17,87.59,0.0,0.0,55.6,2.21,0.0,30.41,0,5,19,5
SITE_0006,2023-05-05 20:00:00,26.55,85.15,17.19,0.0,49.4,4.74,0.0,28.96,0,5,20,5
SITE_0006,2023-05-05 21:00:00,27.5,81.19,0.0,0.0,79.7,4.44,0.0,30.2,0,5,21,5
SITE_0006,2023-05-05 22:00:00,27.72,84.19,2.14,1.06,50.0,3.15,0.22,31.81,0,5,22,5
SITE_0006,2023-05-05 23:00:00,27.46,82.3,0.0,0.0,74.0,1.69,0.0,32.19,0,5,23,5
SITE_0006,2023-05-06 00:00:00,26.36,80.5,44.22,0.0,87.8,3.05,0.0,29.32,0,6,0,5
SITE_0006,2023-05-06 01:00:00,27.14,83.03,11.14,1.33,45.0,2.53,0.0,31.19,0,6,1,5
SITE_0006,2023-05-06 02:00:00,27.06,85.86,14.2,0.0,70.7,4.2,0.0,30.23,0,6,2,5
SITE_0006,2023-05-06 03:00:00,25.93,88.11,0.0,0.0,70.6,7.28,0.0,26.54,0,6,3,5
SITE_0006,2023-05-06 04:00:00,26.81,83.74,0.0,0.0,72.8,1.38,0.0,31.56,0,6,4,5
SITE_0006,2023-05-06 05:00:00,27.13,81.37,0.0,0.0,68.0,1.95,0.0,31.38,0,6,5,5
SITE_0006,2023-05-06 06:00:00,28.2,80.26,0.0,0.14,59.8,4.14,0.7,31.4,0,6,6,5
SITE_0006,2023-05-06 07:00:00,29.15,79.01,94.07,0.89,69.7,2.05,1.65,34.22,0,6,7,5
SITE_0006,2023-05-06 08:00:00,29.27,78.62,277.01,0.73,37.9,3.33,1.77,33.46,0,6,8,5
SITE_0006,2023-05-06 09:00:00,29.04,78.94,293.92,0.56,54.5,1.54,1.54,34.39,0,6,9,5
SITE_0006,2023-05-06 10:00:00,28.23,77.63,467.85,0.0,43.1,1.55,0.73,32.93,0,6,10,5
SITE_0006,2023-05-06 11:00:00,27.88,76.81,461.73,0.0,50.6,2.63,0.38,31.52,0,6,11,5
SITE_0006,2023-05-06 12:00:00,27.19,72.91,159.99,0.0,82.8,2.07,0.0,30.39,0,6,12,5
SITE_0006,2023-05-06 13:00:00,28.2,74.29,286.46,0.0,67.8,1.59,0.7,32.43,0,6,13,5
SITE_0006,2023-05-06 14:00:00,27.61,76.7,355.39,0.62,55.5,1.85,0.11,31.64,0,6,14,5
SITE_0006,2023-05-06 15:00:00,27.55,76.23,338.94,0.0,49.5,2.36,0.05,31.13,0,6,15,5
SITE_0006,2023-05-06 16:00:00,27.37,76.81,99.84,1.06,79.6,5.99,0.0,28.38,0,6,16,5
SITE_0006,2023-05-06 17:00:00,27.23,78.08,26.73,0.0,82.4,2.64,0.0,30.66,0,6,17,5
SITE_0006,2023-05-06 18:00:00,26.81,80.96,25.14,0.0,38.1,2.51,0.0,30.44,0,6,18,5
SITE_0006,2023-05-06 19:00:00,26.67,85.12,0.0,0.0,78.8,4.21,0.0,29.51,0,6,19,5
SITE_0006,2023-05-06 20:00:00,27.01,89.51,35.51,0.0,96.5,1.06,0.0,32.77,0,6,20,5
SITE_0006,2023-05-06 21:00:00,27.43,86.65,0.0,0.59,68.5,1.16,0.0,33.04,0,6,21,5
SITE_0006,2023-05-06 22:00:00,27.18,91.1,0.0,0.0,50.3,0.68,0.0,33.5,0,6,22,5
SITE_0006,2023-05-06 23:00:00,26.54,90.25,4.37,1.62,53.8,1.68,0.0,31.67,0,6,23,5
SITE_0006,2023-05-07 00:00:00,27.13,86.45,0.0,0.0,52.5,1.47,0.0,32.32,1,7,0,5
SITE_0006,2023-05-07 01:00:00,28.36,82.46,0.0,6.2,47.8,6.27,0.86,30.44,1,7,1,5
SITE_0006,2023-05-07 02:00:00,28.26,82.54,0.0,7.16,56.2,3.55,0.76,32.19,1,7,2,5
SITE_0006,2023-05-07 03:00:00,28.26,83.65,13.25,0.0,40.7,5.91,0.76,30.68,1,7,3,5
SITE_0006,2023-05-07 04:00:00,28.23,83.59,24.2,0.0,79.7,1.7,0.73,33.57,1,7,4,5
SITE_0006,2023-05-07 05:00:00,27.25,79.54,0.0,0.0,56.6,1.4,0.0,31.74,1,7,5,5
SITE_0006,2023-05-07 06:00:00,28.19,77.6,31.89,2.07,49.9,1.29,0.69,33.04,1,7,6,5
SITE_0006,2023-05-07 07:00:00,28.72,71.66,155.44,0.0,38.1,3.19,1.22,31.78,1,7,7,5
SITE_0006,2023-05-07 08:00:00,30.16,73.61,200.21,4.99,57.5,1.18,2.66,35.7,1,7,8,5
SITE_0006,2023-05-07 09:00:00,30.47,76.25,320.83,0.0,52.3,4.02,2.97,34.59,1,7,9,5
SITE_0006,2023-05-07 10:00:00,29.97,77.25,463.98,5.53,40.8,3.64,2.47,34.18,1,7,10,5
SITE_0006,2023-05-07 11:00:00,29.4,78.25,601.32,0.0,34.6,2.3,1.9,34.34,1,7,11,5
SITE_0006,2023-05-07 12:00:00,29.79,78.96,384.46,0.0,60.2,2.14,2.29,35.18,1,7,12,5
SITE_0006,2023-05-07 13:00:00,29.7,85.08,428.43,0.0,54.3,0.78,2.2,36.82,1,7,13,5
SITE_0006,2023-05-07 14:00:00,29.52,84.42,270.49,0.0,67.0,4.5,2.02,33.83,1,7,14,5
SITE_0006,2023-05-07 15:00:00,29.75,86.7,180.29,0.0,68.2,1.15,2.25,36.87,1,7,15,5
SITE_0006,2023-05-07 16:00:00,29.83,82.93,206.77,3.31,55.1,2.59,2.33,35.48,1,7,16,5
SITE_0006,2023-05-07 17:00:00,28.57,83.72,94.27,0.0,56.7,2.3,1.07,33.72,1,7,17,5
SITE_0006,2023-05-07 18:00:00,28.8,83.12,33.21,0.0,49.7,5.12,1.3,32.04,1,7,18,5
SITE_0006,2023-05-07 19:00:00,29.04,83.85,0.0,0.0,43.3,3.82,1.54,33.44,1,7,19,5
SITE_0006,2023-05-07 20:00:00,28.46,80.47,4.76,0.27,68.6,1.48,0.96,33.7,1,7,20,5
SITE_0006,2023-05-07 21:00:00,28.07,78.41,0.0,0.86,68.0,4.09,0.57,31.0,1,7,21,5
SITE_0006,2023-05-07 22:00:00,28.28,82.65,25.63,0.0,45.3,3.86,0.78,32.02,1,7,22,5
SITE_0006,2023-05-07 23:00:00,27.52,77.06,0.0,0.0,72.2,1.37,0.02,31.88,1,7,23,5
SITE_0006,2023-05-08 00:00:00,28.17,75.48,0.0,0.65,55.6,3.83,0.67,30.97,0,1,0,5
SITE_0006,2023-05-08 01:00:00,28.95,76.36,9.18,0.0,49.4,1.28,1.45,34.09,0,1,1,5
SITE_0006,2023-05-08 02:00:00,27.97,78.49,0.0,5.48,73.1,2.06,0.47,32.27,0,1,2,5
SITE_0006,2023-05-08 03:00:00,28.13,78.24,18.63,0.61,66.9,2.06,0.63,32.49,0,1,3,5
SITE_0006,2023-05-08 04:00:00,27.97,76.03,0.0,1.89,45.8,2.37,0.47,31.75,0,1,4,5
SITE_0006,2023-05-08 05:00:00,28.51,77.13,3.71,0.0,65.4,2.34,1.01,32.75,0,1,5,5
SITE_0006,2023-05-08 06:00:00,28.71,75.39,0.0,0.0,84.6,4.28,1.21,31.48,0,1,6,5
SITE_0006,2023-05-08 07:00:00,29.08,76.65,23.86,0.0,90.0,2.2,1.58,33.69,0,1,7,5
SITE_0006,2023-05-08 08:00:00,30.0,74.94,166.95,1.27,69.6,1.19,2.5,35.62,0,1,8,5
SITE_0006,2023-05-08 09:00:00,29.98,74.56,415.03,0.0,37.7,2.78,2.48,34.43,0,1,9,5
SITE_0006,2023-05-08 10:00:00,29.71,76.73,225.73,0.0,71.1,1.78,2.21,34.99,0,1,10,5
SITE_0006,2023-05-08 11:00:00,29.04,73.83,662.21,2.63,20.2,2.46,1.54,33.07,0,1,11,5
SITE_0006,2023-05-08 12:00:00,29.0,75.04,161.17,0.0,80.0,4.56,1.5,31.69,0,1,12,5
SITE_0006,2023-05-08 13:00:00,27.54,79.99,187.6,0.0,77.7,3.15,0.04,31.02,0,1,13,5
SITE_0006,2023-05-08 14:00:00,27.08,79.71,161.85,0.0,78.1,3.53,0.0,30.0,0,1,14,5
SITE_0006,2023-05-08 15:00:00,27.4,83.43,310.33,2.09,52.9,4.81,0.0,30.05,0,1,15,5
SITE_0006,2023-05-08 16:00:00,27.42,78.34,148.33,0.73,63.4,2.36,0.0,31.18,0,1,16,5
SITE_0006,2023-05-08 17:00:00,27.19,80.09,118.93,4.42,62.4,8.32,0.0,26.86,0,1,17,5
SITE_0006,2023-05-08 18:00:00,27.09,83.93,0.38,0.0,74.8,1.65,0.0,31.83,0,1,18,5
SITE_0006,2023-05-08 19:00:00,26.46,83.64,0.0,6.59,43.0,2.45,0.0,30.25,0,1,19,5
SITE_0006,2023-05-08 20:00:00,26.18,85.72,6.38,0.0,35.8,2.85,0.0,29.77,0,1,20,5
SITE_0006,2023-05-08 21:00:00,26.6,83.04,0.0,0.0,62.5,1.46,0.0,31.09,0,1,21,5
SITE_0006,2023-05-08 22:00:00,26.27,85.6,0.0,0.0,53.8,2.89,0.0,29.87,0,1,22,5
SITE_0006,2023-05-08 23:00:00,26.42,86.01,0.0,0.0,68.5,4.11,0.0,29.29,0,1,23,5
SITE_0006,2023-05-09 00:00:00,25.96,86.04,16.03,0.0,64.9,2.11,0.0,29.98,0,2,0,5
SITE_0006,2023-05-09 01:00:00,25.22,80.18,21.11,0.0,60.1,4.4,0.0,26.61,0,2,1,5
SITE_0006,2023-05-09 02:00:00,25.18,79.44,18.7,1.82,65.4,2.31,0.0,27.93,0,2,2,5
SITE_0006,2023-05-09 03:00:00,25.19,81.88,40.59,1.26,46.2,2.04,0.0,28.39,0,2,3,5
SITE_0006,2023-05-09 04:00:00,24.63,79.78,5.44,0.0,44.1,2.26,0.0,27.18,0,2,4,5
SITE_0006,2023-05-09 05:00:00,25.48,80.17,11.24,0.0,47.4,4.13,0.0,27.19,0,2,5,5
SITE_0006,2023-05-09 06:00:00,26.9,78.86,0.0,0.0,47.8,3.16,0.0,29.88,0,2,6,5
SITE_0006,2023-05-09 07:00:00,27.42,76.77,46.2,0.0,69.9,1.43,0.0,31.65,0,2,7,5
SITE_0006,2023-05-09 08:00:00,28.13,74.87,177.99,1.97,61.3,2.21,0.63,31.96,0,2,8,5
SITE_0006,2023-05-09 09:00:00,28.82,75.5,141.49,0.0,79.1,1.42,1.32,33.67,0,2,9,5
SITE_0006,2023-05-09 10:00:00,29.15,72.89,514.9,1.02,32.0,5.26,1.65,31.15,0,2,10,5
SITE_0006,2023-05-09 11:00:00,28.68,73.36,413.06,0.0,51.5,1.29,1.18,33.27,0,2,11,5
SITE_0006,2023-05-09 12:00:00,28.74,75.9,432.29,4.73,49.5,4.4,1.24,31.51,0,2,12,5
SITE_0006,2023-05-09 13:00:00,29.1,76.98,117.01,0.64,82.2,3.92,1.6,32.56,0,2,13,5
SITE_0006,2023-05-09 14:00:00,28.86,78.1,384.53,0.0,47.2,2.04,1.36,33.64,0,2,14,5
SITE_0006,2023-05-09 15:00:00,26.85,82.31,278.17,0.0,52.1,3.35,0.0,30.07,0,2,15,5
SITE_0006,2023-05-09 16:00:00,26.85,80.57,230.72,0.0,48.0,1.98,0.0,30.83,0,2,16,5
SITE_0006,2023-05-09 17:00:00,26.01,83.17,109.78,1.98,55.5,1.52,0.0,30.15,0,2,17,5
SITE_0006,2023-05-09 18:00:00,25.57,83.32,0.0,0.0,63.3,4.65,0.0,27.3,0,2,18,5
SITE_0006,2023-05-09 19:00:00,24.51,86.81,39.27,0.98,66.1,2.47,0.0,27.57,0,2,19,5
SITE_0006,2023-05-09 20:00:00,23.99,91.25,18.39,4.17,83.0,1.22,0.0,28.09,0,2,20,5
SITE_0006,2023-05-09 21:00:00,23.81,86.24,27.29,0.0,38.7,2.62,0.0,26.35,0,2,21,5
SITE_0006,2023-05-09 22:00:00,24.53,82.49,0.0,0.0,63.2,5.21,0.0,25.24,0,2,22,5
SITE_0006,2023-05-09 23:00:00,25.97,83.46,0.0,1.07,58.8,2.27,0.0,29.59,0,2,23,5
SITE_0006,2023-05-10 00:00:00,26.05,85.68,0.0,0.0,62.2,3.26,0.0,29.27,0,3,0,5
SITE_0006,2023-05-10 01:00:00,25.81,86.74,0.0,0.0,62.8,2.38,0.0,29.63,0,3,1,5
SITE_0006,2023-05-10 02:00:00,25.23,87.94,0.0,0.0,45.8,3.32,0.0,28.2,0,3,2,5
SITE_0006,2023-05-10 03:00:00,24.95,86.55,0.0,0.0,46.2,2.38,0.0,28.28,0,3,3,5
SITE_0006,2023-05-10 04:00:00,25.25,83.17,0.0,0.0,67.4,1.58,0.0,28.94,0,3,4,5
SITE_0006,2023-05-10 05:00:00,25.27,82.22,0.0,0.0,60.9,2.59,0.0,28.16,0,3,5,5
SITE_0006,2023-05-10 06:00:00,25.73,79.41,39.2,0.0,34.9,1.51,0.0,29.32,0,3,6,5
SITE_0006,2023-05-10 07:00:00,27.35,79.69,121.22,0.0,53.8,1.17,0.0,32.07,0,3,7,5
SITE_0006,2023-05-10 08:00:00,28.77,75.26,237.86,0.0,44.4,4.19,1.27,31.62,0,3,8,5
SITE_0006,2023-05-10 09:00:00,29.33,71.85,290.4,0.0,47.7,5.72,1.83,30.97,0,3,9,5
SITE_0006,2023-05-10 10:00:00,29.04,69.59,452.06,1.69,42.0,3.16,1.54,32.02,0,3,10,5
SITE_0006,2023-05-10 11:00:00,29.9,70.22,524.66,0.0,37.9,2.28,2.4,34.05,0,3,11,5
SITE_0006,2023-05-10 12:00:00,29.67,76.25,491.74,0.0,44.8,0.9,2.17,35.48,0,3,12,5
SITE_0006,2023-05-10 13:00:00,29.64,76.5,443.95,1.51,46.7,2.23,2.14,34.54,0,3,13,5
SITE_0006,2023-05-10 14:00:00,30.14,80.35,199.92,0.0,73.1,3.14,2.64,35.24,0,3,14,5
SITE_0006,2023-05-10 15:00:00,29.67,83.25,198.67,1.36,62.2,2.41,2.17,35.38,0,3,15,5
SITE_0006,2023-05-10 16:00:00,28.52,82.3,292.0,0.0,42.0,1.8,1.02,33.81,0,3,16,5
SITE_0006,2023-05-10 17:00:00,28.81,79.32,156.81,0.0,33.8,3.96,1.31,32.37,0,3,17,5
SITE_0006,2023-05-10 18:00:00,29.26,80.34,0.0,0.0,57.2,1.31,1.76,35.09,0,3,18,5
SITE_0006,2023-05-10 19:00:00,28.46,85.89,13.21,9.46,65.1,2.94,0.96,33.37,0,3,19,5
SITE_0006,2023-05-10 20:00:00,28.38,87.47,2.68,0.0,55.0,1.48,0.88,34.46,0,3,20,5
SITE_0006,2023-05-10 21:00:00,27.82,86.19,0.0,0.0,66.5,2.88,0.32,32.41,0,3,21,5
SITE_0006,2023-05-10 22:00:00,27.5,82.33,10.22,0.0,49.2,1.28,0.0,32.55,0,3,22,5
SITE_0006,2023-05-10 23:00:00,27.58,82.16,0.0,0.41,86.8,1.34,0.08,32.61,0,3,23,5
SITE_0006,2023-05-11 00:00:00,26.91,79.34,0.0,0.0,66.3,4.42,0.0,29.07,0,4,0,5
SITE_0006,2023-05-11 01:00:00,26.71,81.19,14.17,0.0,51.9,3.07,0.0,29.92,0,4,1,5
SITE_0006,2023-05-11 02:00:00,27.11,83.08,0.0,5.27,45.1,2.83,0.0,30.94,0,4,2,5
SITE_0006,2023-05-11 03:00:00,28.48,80.95,0.0,0.0,68.6,2.68,0.98,32.95,0,4,3,5
SITE_0006,2023-05-11 04:00:00,29.03,82.41,0.0,4.86,79.4,1.27,1.53,35.02,0,4,4,5
SITE_0006,2023-05-11 05:00:00,29.15,77.87,15.58,0.0,76.4,2.79,1.65,33.55,0,4,5,5
SITE_0006,2023-05-11 06:00:00,28.13,79.91,11.75,0.0,43.4,1.41,0.63,33.15,0,4,6,5
SITE_0006,2023-05-11 07:00:00,28.45,80.17,59.87,0.79,76.8,3.89,0.95,31.96,0,4,7,5
SITE_0006,2023-05-11 08:00:00,29.4,78.18,98.03,0.0,75.8,2.71,1.9,34.04,0,4,8,5
SITE_0006,2023-05-11 09:00:00,28.62,78.79,212.74,0.0,72.8,2.03,1.12,33.35,0,4,9,5
SITE_0006,2023-05-11 10:00:00,28.67,78.61,392.43,0.79,45.5,1.62,1.17,33.7,0,4,10,5
SITE_0006,2023-05-11 11:00:00,28.72,82.4,404.55,0.0,53.6,2.1,1.22,33.93,0,4,11,5
SITE_0006,2023-05-11 12:00:00,29.36,86.09,606.51,0.0,33.1,2.27,1.86,35.35,0,4,12,5
SITE_0006,2023-05-11 13:00:00,29.51,85.59,595.91,0.32,31.3,1.8,2.01,35.86,0,4,13,5
SITE_0006,2023-05-11 14:00:00,29.01,86.73,279.55,0.0,65.0,2.08,1.51,34.99,0,4,14,5
SITE_0006,2023-05-11 15:00:00,28.72,84.11,213.66,0.0,65.5,4.64,1.22,32.38,0,4,15,5
SITE_0006,2023-05-11 16:00:00,28.52,82.93,167.93,0.0,56.2,1.8,1.02,33.89,0,4,16,5
SITE_0006,2023-05-11 17:00:00,28.52,87.67,100.96,0.0,56.3,1.77,1.02,34.52,0,4,17,5
SITE_0006,2023-05-11 18:00:00,28.77,89.86,0.0,0.0,47.1,1.78,1.27,35.21,0,4,18,5
SITE_0006,2023-05-11 19:00:00,28.28,88.71,0.0,0.0,83.9,2.49,0.78,33.75,0,4,19,5
SITE_0006,2023-05-11 20:00:00,28.44,88.84,22.74,1.68,83.0,1.83,0.94,34.49,0,4,20,5
SITE_0006,2023-05-11 21:00:00,27.28,89.49,0.0,2.95,24.3,2.17,0.0,32.43,0,4,21,5
SITE_0006,2023-05-11 22:00:00,28.66,93.22,0.0,2.09,47.0,1.1,1.16,35.93,0,4,22,5
SITE_0006,2023-05-11 23:00:00,28.31,94.2,0.0,0.77,44.2,1.33,0.81,35.3,0,4,23,5
